Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a
POPR4;10,17;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;8,66%;5,65%;1,08;15,25%;19,93%;0,00;545.803.000,00;0,82;30,93%
PORP4;2,40;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-2,08%;0,00;22.399.000,00;0,00;13,66%
CFLU4;1.000,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;8,88%;10,72%;1,10;17,68%;32,15%;0,00;60.351.000,00;0,06;8,14%
CSTB3;150,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;40,85%;28,98%;2,60;22,40%;20,11%;0,00;8.420.670.000,00;0,14;31,91%
PMET3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;4,10%;0,00;-290.863.000,00;0,00;37,74%
CSTB4;147,69;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;40,85%;28,98%;2,60;22,40%;20,11%;0,00;8.420.670.000,00;0,14;31,91%
CLAN3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-1,05%;0,00;1.012.240.000,00;0,00;-63,96%
MNSA3;0,42;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;-208,15%;-362,66%;3,63;-13,50%;145,70%;0,00;-9.105.000,00;-6,52;-41,11%
MNSA4;0,47;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;-208,15%;-362,66%;3,63;-13,50%;145,70%;0,00;-9.105.000,00;-6,52;-41,11%
IVTT3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-0,40%;0,00;1.083.050.000,00;0,00;20,67%
GNDI3;66,95;-3.584,82;5,84;3,423;2,39%;2,378;79,65;87,05;-6,21;91,13;50,88;3,93%;-0,09%;1,17;3,09%;-0,16%;0,00;7.116.080.000,00;0,53;25,23%
GPAR3;47,50;-1.248,65;4,94;441,514;0,00%;4,566;16,01;1.947,84;20,32;1.854,27;1.881,39;22,67%;-35,36%;20,08;0,31%;-0,40%;0,00;766.309.000,00;0,02;-57,34%
PRNR3;12,29;-681,95;1,88;0,590;0,59%;0,628;2,89;9,63;-4,36;13,15;7,65;6,13%;0,76%;1,75;8,49%;-0,28%;4.171.270,00;306.004.000,00;1,31;42,77%
PLDN4;486,00;-553,07;1,08;0,919;0,00%;0,611;1,07;-75,56;3,10;-33,12;-33,12;-1,22%;-0,17%;10,81;-1,27%;-0,20%;0,00;289.939.000,00;0,01;10,26%
HETA3;96,00;-470,77;-0,14;12,606;0,00%;3,407;-40,36;16,21;-0,14;123,65;123,65;77,78%;-2,68%;0,75;21,09%;0,03%;0,00;-351.500.000,00;-0,92;37,25%
PETZ3;4,91;-459,16;1,25;0,708;0,06%;0,576;3,46;14,32;-2,95;14,47;4,65;4,94%;-0,15%;1,94;5,01%;-0,27%;74.482.200,00;1.813.550.000,00;0,24;22,18%
BAHI4;86,00;-411,61;24,38;6,240;0,00%;4,149;-16,79;-301,61;-5,42;-315,28;245,72;-2,07%;-1,19%;0,21;-1,42%;-5,92%;0,00;93.107.000,00;1,22;30,91%
LCSA4;35,09;-337,52;-228,00;79,738;0,00%;125,308;-202,27;-505,80;-96,61;-506,56;-506,56;-15,77%;-23,63%;0,29;-28,74%;67,55%;0,00;-377.568.000,00;-0,35;6.354,07%
BAHI5;65,00;-311,10;18,42;4,716;0,00%;3,136;-12,69;-227,96;-4,09;-241,63;188,32;-2,07%;-1,19%;0,21;-1,42%;-5,92%;0,00;93.107.000,00;1,22;30,91%
CRFB3;9,28;-305,81;1,00;0,174;0,00%;0,214;-9,61;4,80;-0,72;8,62;5,91;3,63%;0,14%;0,95;6,01%;-0,33%;78.856.300,00;19.620.000.000,00;1,21;16,46%
BHGR3;19,10;-272,16;1,10;3,613;0,00%;0,855;-194,45;23,70;-8,56;25,95;14,20;15,24%;-1,31%;0,96;3,93%;-0,40%;0,00;1.077.600.000,00;0,20;20,67%
DMMO3;1,76;-258,65;-1,72;2,854;0,00%;3,346;11,90;6,37;-1,37;5,90;5,42;44,81%;-1,10%;2,25;70,39%;0,66%;0,00;-553.275.000,00;0,00;-17,37%
SCLO3;14,10;-250,46;-103,05;0,000;0,00%;239,427;-96,59;-160,72;-90,43;-160,90;-160,90;0,00%;0,00%;0,21;-191,75%;41,14%;0,00;-131.355,00;-0,21;-66,45%
RJCP3;0,01;-224,70;0,65;0,000;0,00%;0,619;0,00;-522,94;0,00;-523,96;-917,32;0,00%;0,00%;0,00;0,00%;-0,29%;0,00;17.287.200,00;0,00;0,00%
ABYA3;4,91;-214,80;1,76;2,055;0,00%;0,527;1,98;19,96;-2,75;33,67;33,67;10,29%;-0,96%;2,09;2,78%;-0,82%;0,00;292.060.000,00;1,31;16,41%
PITI4;1,28;-204,74;0,00;0,000;0,00%;0,000;0,00;-2.637,65;0,00;-2.637,65;111,07;0,00%;0,00%;0,00;0,00%;0,00%;0,00;0,00;0,00;-29,63%
LCSA3;12,50;-120,23;-81,22;28,405;0,00%;44,638;-72,05;-180,18;-34,41;-180,95;-180,95;-15,77%;-23,63%;0,29;-28,74%;67,55%;0,00;-377.568.000,00;-0,35;6.354,07%
MAGG3;59,40;-119,98;1,32;0,684;0,00%;0,440;9,32;4,07;-1,55;6,41;5,34;16,82%;-0,57%;1,14;14,05%;-1,10%;0,00;2.246.130.000,00;1,03;9,27%
DOHL3;10,17;-117,24;1,11;1,311;0,00%;0,791;1,77;-293,18;2,91;-317,68;54,77;-0,45%;-1,12%;4,88;-0,30%;-0,95%;0,00;691.577.000,00;0,17;5,26%
SQIA3;27,37;-110,33;3,70;3,592;0,00%;1,490;25,87;62,33;-3,84;67,32;18,50;5,76%;-2,88%;1,43;2,81%;-3,35%;0,00;650.717.000,00;0,65;46,32%
LINX3;37,40;-90,95;4,38;7,885;1,52%;2,745;11,96;53,17;47,06;51,49;22,97;14,83%;-8,67%;2,14;6,82%;-4,81%;0,00;1.619.010.000,00;0,22;15,54%
BNCA3;70,30;-90,30;2,45;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-2,72%;0,00;3.068.150.000,00;0,00;2,41%
FRIO3;137,00;-73,51;2,49;0,422;0,00%;0,437;9,20;9,80;-5,54;17,85;10,36;4,31%;-0,22%;1,07;6,36%;-3,39%;732.785,00;345.537.000,00;2,42;8,19%
AMIL3;32,20;-73,28;7,70;1,129;0,00%;2,003;-16,95;136,58;-5,43;138,61;50,13;0,83%;-1,53%;0,75;2,22%;-10,51%;0,00;1.532.980.000,00;1,24;28,47%
AMBP3;134,50;-70,86;14,82;4,313;0,00%;1,705;5,87;21,32;-4,36;26,36;18,12;20,23%;-2,74%;3,31;11,22%;-20,92%;117.629.000,00;1.515.810.000,00;5,81;70,36%
BRTP3;35,71;-67,26;2,45;1,168;0,00%;0,684;8,98;6,03;-2,40;7,55;7,55;19,37%;-2,96%;1,29;13,41%;-3,64%;0,00;5.302.340.000,00;0,91;3,66%
IDVL11;140,00;-66,00;60,56;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,76%;0,00;237.683.000,00;0,00;0,00%
CLSA3;8,77;-58,50;2,33;3,409;0,00%;1,894;4,40;-20,14;4,60;-15,92;-36,57;-16,92%;-5,83%;3,55;-17,40%;-3,98%;14.341.400,00;707.285.000,00;0,03;0,80%
AESB3;11,67;-52,87;1,65;1,968;0,64%;0,347;-7,04;7,57;-0,61;18,32;9,08;26,00%;0,72%;0,77;5,25%;-3,13%;39.509.800,00;4.262.700.000,00;2,86;76,84%
HAPV3;4,00;-52,86;0,62;1,889;0,00%;0,406;10,66;26,65;-1,97;30,15;42,76;7,09%;-3,57%;1,39;1,71%;-1,17%;268.689.000,00;48.754.600.000,00;0,24;30,20%
PEFX3;19,00;-52,04;1,68;0,477;0,00%;0,597;20,34;5,75;-3,18;6,59;0,00;8,30%;-0,92%;1,07;11,77%;-3,24%;0,00;396.955.000,00;0,31;4,36%
PEFX5;19,00;-52,04;1,68;0,477;0,00%;0,597;20,34;5,75;-3,18;6,59;0,00;8,30%;-0,92%;1,07;11,77%;-3,24%;0,00;396.955.000,00;0,31;4,36%
MTIG4;23,00;-49,52;-359,15;56,001;0,00%;36,906;-50,93;-94,31;-44,00;-95,57;-104,60;-59,38%;-113,09%;0,27;-47,80%;725,28%;0,00;-7.835.380,00;-4,95;-26,54%
DOHL4;4,19;-48,30;0,46;0,540;0,00%;0,326;0,73;-120,79;1,20;-145,28;25,05;-0,45%;-1,12%;4,88;-0,30%;-0,95%;4.740,11;691.577.000,00;0,17;5,26%
TOYB4;2,50;-47,96;-5,43;5,256;0,00%;4,405;-6,47;-9,04;-3,83;-9,15;-9,67;-58,16%;-10,96%;0,49;-59,36%;11,31%;0,00;-13.852.000,00;-0,07;-26,99%
PTBL3;4,64;-46,71;1,68;0,288;0,00%;0,196;-3,85;6,58;-0,37;17,02;6,51;4,38%;-0,62%;0,87;3,90%;-3,60%;2.509.640,00;388.929.000,00;3,27;17,96%
IMBI3;5,01;-46,42;2,81;2.659,020;0,00%;0,518;-2,21;-97,12;-0,37;-104,72;-107,45;-2.737,88%;-13.821,20%;0,05;-0,54%;-6,05%;0,00;62.544.000,00;0,22;-57,16%
CLAN4;3,00;-44,92;0,47;15,151;0,00%;0,406;-15,50;-82,56;-6,36;-97,43;22,68;-18,35%;-33,73%;0,73;-0,50%;-1,05%;0,00;1.012.240.000,00;0,08;-63,96%
TEND3;12,40;-44,27;1,76;0,498;0,00%;0,325;1,64;6,17;-1,18;7,99;6,34;8,08%;-1,36%;1,58;6,52%;-3,97%;32.193.800,00;869.365.000,00;1,35;8,65%
TOYB3;2,29;-43,94;-4,97;4,815;0,00%;4,035;-5,93;-8,28;-3,50;-8,39;-8,87;-58,16%;-10,96%;0,49;-59,36%;11,31%;0,00;-13.852.000,00;-0,07;-26,99%
EBTP3;10,21;-43,56;1,17;0,548;0,00%;0,353;-502,47;6,42;-0,73;8,46;2,85;8,53%;-1,03%;0,99;6,03%;-2,68%;0,00;10.782.200.000,00;0,39;22,10%
EBTP4;10,00;-42,66;1,14;0,537;0,00%;0,346;-492,13;6,29;-0,71;8,33;2,81;8,53%;-1,03%;0,99;6,03%;-2,68%;0,00;10.782.200.000,00;0,39;22,10%
NGRD3;1,14;-42,22;0,58;0,970;0,50%;0,403;1,79;-40,71;5,13;-17,44;6,24;-2,38%;-2,58%;2,39;-1,41%;-1,38%;787.422,00;446.826.000,00;0,04;5,58%
RAIL3;20,07;-41,53;2,60;2,975;0,46%;0,757;5,89;7,99;-1,64;10,48;5,12;37,22%;-7,12%;2,12;11,59%;-6,26%;286.887.000,00;14.309.300.000,00;1,37;15,77%
FBRA4;34,58;-39,57;1,66;0,457;0,00%;0,738;18,94;7,40;-4,43;10,62;10,62;6,18%;-1,15%;1,11;11,94%;-4,20%;0,00;213.406.000,00;0,77;12,48%
BRTP4;20,81;-39,19;1,43;0,681;0,00%;0,399;5,23;3,51;-1,40;5,03;5,03;19,37%;-2,96%;1,29;13,41%;-3,64%;0,00;5.302.340.000,00;0,91;3,66%
ARTR3;10,01;-36,51;1,21;0,849;0,00%;0,261;6,19;3,42;-0,40;10,37;6,17;24,87%;-2,33%;1,43;8,82%;-3,32%;0,00;4.746.520.000,00;3,04;11,91%
PDTC3;1,85;-35,81;1,10;0,460;2,49%;0,214;0,45;19,61;-2,81;43,19;10,15;2,35%;-1,29%;2,85;1,61%;-3,08%;111.108,00;133.105.000,00;2,57;72,24%
ITEC3;40,10;-35,12;22,04;2.611,690;0,00%;9,216;25,42;-26,00;-68,91;-24,80;-29,56;-10.044,70%;-7.435,88%;5,23;-63,06%;-62,76%;0,00;20.143.000,00;0,00;-74,79%
APER3;46,75;-32,82;2,02;2,677;0,00%;1,015;115,28;14,43;-4,33;15,41;11,57;18,55%;-8,24%;1,03;8,33%;-6,15%;81.555,60;472.202.000,00;0,40;42,20%
IMBI4;3,50;-32,43;1,96;1.857,600;0,00%;0,362;-1,54;-67,85;-0,26;-75,44;-77,41;-2.737,88%;-13.821,20%;0,05;-0,54%;-6,05%;0,00;62.544.000,00;0,22;-57,16%
PRTX3;2,77;-32,27;-145,32;297,651;0,00%;1,400;-2,57;-97,11;-1,43;-128,99;37,19;-306,50%;-922,47%;0,05;-1,50%;450,37%;0,00;-18.917.000,00;-49,85;307,96%
BAHI3;6,60;-31,59;1,87;0,479;0,00%;0,318;-1,29;-23,15;-0,42;-36,82;28,69;-2,07%;-1,19%;0,21;-1,42%;-5,92%;23.901,40;93.107.000,00;1,22;30,91%
MGLU3;10,00;-31,50;0,67;0,198;0,00%;0,211;1,87;7,35;-1,12;9,84;4,37;2,69%;-0,63%;1,29;4,15%;-2,14%;249.014.000,00;10.974.000.000,00;0,41;11,73%
DFVA3;9,90;-31,38;60,69;4,327;0,00%;5,365;29,10;-55,91;-31,47;-58,28;-58,28;-7,74%;-13,79%;1,33;-10,35%;-193,42%;0,00;1.170.000,00;2,84;3,39%
ASTA4;25,83;-30,79;1,00;0,652;0,00%;0,446;2,57;19,90;-3,30;33,20;33,20;3,28%;-2,12%;1,71;2,52%;-3,25%;0,00;515.672.000,00;0,85;-4,73%
ESPA3;1,05;-30,26;0,44;0,370;0,00%;0,171;0,99;2,55;-0,95;7,14;4,49;14,50%;-1,33%;1,67;7,36%;-1,45%;445.620,00;864.673.000,00;0,99;12,67%
VGOR4;5,87;-29,58;7,18;1,229;0,00%;1,468;113,97;27,32;-3,22;34,09;34,09;4,50%;-4,59%;1,04;6,00%;-24,29%;0,00;135.178.000,00;1,89;4,77%
HETA4;6,00;-29,42;-0,01;0,788;0,00%;0,213;-2,52;1,01;-0,01;108,46;108,46;77,78%;-2,68%;0,75;21,09%;0,03%;866,42;-351.500.000,00;-0,92;37,25%
CRBM3;90,00;-28,95;3,26;1,498;0,00%;1,172;2,98;-15,45;16,90;-14,17;-14,17;-9,70%;-5,18%;2,24;-12,71%;-11,28%;0,00;827.347.000,00;0,45;-1,58%
BRAV3;17,78;-28,88;1,67;0,939;1,12%;0,380;7,45;3,73;-0,66;8,03;5,69;25,19%;-3,00%;1,37;11,74%;-5,78%;180.328.000,00;4.944.070.000,00;2,25;168,78%
AURA33;21,70;-27,50;3,42;1,878;4,70%;0,961;7,54;6,78;-2,66;7,92;7,92;27,68%;-6,83%;1,55;20,47%;-12,42%;5.408.710,00;1.379.760.000,00;1,35;8,87%
AURE3;10,44;-27,06;0,85;1,690;18,20%;0,357;2,41;12,14;-1,08;16,00;9,13;13,92%;-6,25%;2,45;3,61%;-3,13%;49.368.200,00;12.315.500.000,00;0,67;24,55%
ENAT3;21,64;-26,73;1,38;3,034;0,00%;0,447;1,72;39,15;-1,85;47,40;6,27;7,75%;-11,35%;2,51;2,11%;-5,15%;6.207.920,00;4.174.490.000,00;1,49;15,11%
PTBL4;2,59;-26,08;0,94;0,161;0,00%;0,110;-2,15;3,67;-0,21;14,11;5,40;4,38%;-0,62%;0,87;3,90%;-3,60%;0,00;388.929.000,00;3,27;17,96%
DFVA4;8,00;-25,35;49,04;3,497;0,00%;4,335;23,51;-45,18;-25,43;-47,55;-47,55;-7,74%;-13,79%;1,33;-10,35%;-193,42%;0,00;1.170.000,00;2,84;3,39%
CSNA3;13,25;-25,32;1,25;0,402;11,01%;0,188;2,47;2,80;-0,39;8,23;5,23;14,35%;0,55%;1,29;8,96%;-4,94%;88.738.700,00;14.048.400.000,00;3,62;12,30%
MAPT4;4,50;-23,77;-0,65;0,000;0,00%;5,350;-217,66;-30,41;-0,58;-30,41;-30,41;0,00%;0,00%;0,00;-18,04%;2,73%;1.044,09;-6.382.000,00;0,00;0,00%
MODL3;3,08;-22,99;1,88;0,000;0,71%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-8,17%;0,00;1.154.890.000,00;0,00;-62,37%
TAMM4;52,73;-22,74;3,80;0,626;0,00%;0,524;-31,11;9,77;-0,96;18,01;9,66;6,41%;-2,21%;0,95;6,36%;-16,70%;0,00;2.174.310.000,00;4,08;9,79%
TAMM3;52,60;-22,68;3,79;0,625;0,00%;0,523;-31,04;9,74;-0,96;17,98;9,65;6,41%;-2,21%;0,95;6,36%;-16,70%;0,00;2.174.310.000,00;4,08;9,79%
MAPT3;4,21;-22,24;-0,61;0,000;0,00%;5,005;-203,63;-28,45;-0,54;-28,45;-28,45;0,00%;0,00%;0,00;-18,04%;2,73%;268,98;-6.382.000,00;0,00;0,00%
MODL11;8,46;-21,05;1,72;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-8,17%;0,00;1.154.890.000,00;0,00;-62,37%
KROT11;40,00;-20,75;0,92;1,773;0,00%;0,447;5,33;8,74;-1,50;13,62;8,84;20,30%;-8,73%;1,94;5,60%;-4,44%;0,00;11.640.700.000,00;0,60;0,63%
MODL4;2,72;-20,30;1,66;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-8,17%;0,00;1.154.890.000,00;0,00;-62,37%
CRBM7;60,00;-19,30;2,18;0,999;0,00%;0,782;1,99;-10,30;11,26;-9,02;-9,02;-9,70%;-5,18%;2,24;-12,71%;-11,28%;0,00;827.347.000,00;0,45;-1,58%
WMBY3;25,39;-19,30;2,87;0,836;0,00%;0,182;1,20;8,62;-1,50;25,02;25,02;9,70%;-7,05%;1,44;2,39%;-14,86%;0,00;212.439.000,00;6,51;-14,48%
CBEE3;15,53;-18,76;0,74;0,500;0,00%;0,218;-0,70;4,16;-0,42;10,60;5,89;12,02%;-2,66%;0,37;5,69%;-3,93%;1.955,84;5.353.100.000,00;1,21;7,33%
TDBH4;0,66;-18,63;1,28;0,906;0,00%;0,811;-6,15;8,73;-5,66;10,23;10,23;10,38%;-4,86%;0,63;10,48%;-6,85%;0,00;554.115.000,00;0,27;35,74%
KROT4;5,12;-18,59;0,83;1,589;0,00%;0,401;4,78;7,83;-1,34;12,71;8,25;20,30%;-8,73%;1,94;5,60%;-4,44%;0,00;11.640.700.000,00;0,60;0,63%
TANC4;43,00;-18,54;3,10;0,511;0,00%;0,428;-25,37;7,96;-0,78;16,20;8,69;6,41%;-2,21%;0,95;6,36%;-16,70%;0,00;2.174.310.000,00;4,08;9,79%
RPAD3;9,57;-18,01;0,78;0,000;0,00%;0,776;15,46;-170,97;17,67;-159,63;-159,63;0,00%;0,00%;16,74;-0,48%;-4,35%;2.600,98;1.034.620.000,00;0,00;0,00%
RCSL3;4,96;-17,85;-66,40;4,211;0,00%;2,741;115,89;-45,58;-4,12;-45,57;-74,50;-9,24%;-23,56%;1,07;-6,26%;371,94%;7.079.690,00;-2.377.000,00;0,00;18,51%
ALPK3;2,99;-17,07;1,83;0,441;0,00%;0,244;-2,97;1,84;-0,36;5,36;3,20;23,98%;-2,15%;0,70;15,99%;-10,70%;627.631,00;355.256.000,00;4,36;29,67%
RPAD6;9,02;-16,98;0,74;0,000;0,00%;0,731;14,57;-161,15;16,65;-149,81;-149,81;0,00%;0,00%;16,74;-0,48%;-4,35%;157,22;1.034.620.000,00;0,00;0,00%
CCIM3;5,52;-16,44;0,94;0,498;0,00%;0,198;0,53;8,96;-1,09;25,04;38,84;5,55%;-3,03%;2,58;2,38%;-5,75%;0,00;660.347.000,00;1,93;29,98%
BIOM3;10,00;-16,39;4,16;10,247;0,00%;2,516;5,92;-17,37;14,58;-16,63;-16,68;-59,00%;-62,52%;3,97;-24,65%;-25,40%;947.435,00;304.663.000,00;0,44;41,76%
RPAD5;8,70;-16,37;0,71;0,000;7,02%;0,705;14,05;-155,43;16,06;-144,09;-144,09;0,00%;0,00%;16,74;-0,48%;-4,35%;16.575,60;1.034.620.000,00;0,00;0,00%
TDBH3;0,56;-15,81;1,08;0,769;0,00%;0,688;-5,22;7,40;-4,80;8,91;8,91;10,38%;-4,86%;0,63;10,48%;-6,85%;0,00;554.115.000,00;0,27;35,74%
GBIO33;10,40;-14,97;1,32;1,518;0,00%;0,791;7,57;13,53;17,58;16,06;16,06;11,21%;-10,14%;1,31;7,12%;-8,83%;0,00;838.439.000,00;0,31;-8,99%
BIOM4;8,68;-14,23;3,61;8,895;0,00%;2,184;5,14;-15,08;12,65;-14,34;-14,39;-59,00%;-62,52%;3,97;-24,65%;-25,40%;0,00;304.663.000,00;0,44;41,76%
LIGH3;16,66;-14,04;9,05;0,493;0,00%;0,324;-0,67;5,91;-0,42;13,80;8,47;8,35%;-3,51%;0,29;6,29%;-64,47%;0,00;723.121.000,00;13,59;2,21%
PCAR4;72,11;-13,65;8,16;1,853;0,00%;1,764;191,06;26,66;-3,65;27,99;15,01;6,95%;-13,51%;1,03;8,86%;-59,80%;0,00;4.331.000.000,00;0,98;-35,22%
LECO4;1,46;-13,48;2,00;0,637;0,00%;0,924;-16,84;-29,69;-3,16;-32,69;-32,69;-2,14%;-4,72%;0,82;-3,48%;-14,82%;0,00;105.928.000,00;0,20;3,58%
SEDU3;23,80;-13,36;15,00;3,443;0,00%;1,531;57,90;-22,47;-2,67;-28,68;-69,64;-15,33%;-25,73%;1,09;-8,15%;-112,29%;0,00;415.869.000,00;4,67;10,87%
TESA3;48,00;-13,30;1,62;1,007;0,00%;0,523;-11,10;9,41;-1,35;15,25;10,09;10,71%;-7,58%;0,86;6,42%;-12,18%;0,00;858.223.000,00;1,04;15,48%
PCAR5;67,12;-12,70;7,60;1,725;0,00%;1,642;177,84;24,81;-3,40;26,15;14,03;6,95%;-13,51%;1,03;8,86%;-59,80%;0,00;4.331.000.000,00;0,98;-35,22%
IGUA3;8,15;-12,52;-1,44;0,568;0,00%;0,564;-0,65;8,22;-0,60;14,80;5,80;6,91%;-4,53%;0,34;7,61%;11,52%;0,00;-164.188.000,00;-1,33;-7,41%
FGUI3;12,00;-12,41;-2,15;16,009;0,00%;25,203;-2,20;-57,76;-2,05;-70,17;-70,17;-27,72%;-129,00%;0,04;-60,74%;17,32%;0,00;-222.024.000,00;-0,46;2,13%
IGUA6;8,07;-12,40;-1,43;0,562;0,00%;0,558;-0,64;8,14;-0,59;14,72;5,77;6,91%;-4,53%;0,34;7,61%;11,52%;0,00;-164.188.000,00;-1,33;-7,41%
IGUA5;7,98;-12,26;-1,41;0,556;0,00%;0,552;-0,64;8,04;-0,59;14,63;5,73;6,91%;-4,53%;0,34;7,61%;11,52%;0,00;-164.188.000,00;-1,33;-7,41%
PRVI3;10,54;-11,74;1,61;0,919;0,00%;0,565;-250,86;9,71;-1,48;9,87;6,39;9,46%;-7,83%;0,99;6,15%;-13,71%;0,00;525.170.000,00;0,10;16,19%
MTIG3;5,21;-11,22;-81,36;12,686;0,00%;8,360;-11,54;-21,36;-9,97;-22,62;-24,76;-59,38%;-113,09%;0,27;-47,80%;725,28%;0,00;-7.835.380,00;-4,95;-26,54%
DTCY3;4,45;-11,07;-10,22;9,812;0,00%;8,861;-23,10;-17,38;-6,29;-17,96;-38,18;-56,46%;-88,67%;0,54;-59,13%;92,38%;4.158,87;-4.845.000,00;-0,46;-23,98%
CPNY3;2,35;-11,00;0,42;0,232;0,00%;0,054;0,20;1,21;-0,13;4,21;4,21;19,13%;-2,11%;2,26;5,48%;-3,86%;0,00;398.830.000,00;2,33;20,10%
CASH3;4,12;-10,67;0,68;1,102;119,66%;0,533;0,83;-4,07;0,96;1,04;1,24;-27,08%;-12,23%;6,55;-40,77%;-6,36%;8.733.590,00;529.345.000,00;0,00;21,96%
HBSA3;3,44;-10,57;1,93;1,584;0,00%;0,397;-8,84;2.756,36;-0,68;6.826,79;17,47;0,06%;-14,98%;0,82;0,02%;-18,26%;8.352.510,00;1.354.690.000,00;3,46;7,41%
ECPR4;90,74;-9,92;1,22;0,000;0,00%;0,624;175,57;-82,97;-1,29;-82,60;-82,72;0,00%;0,00%;2,97;-0,75%;-12,28%;0,00;141.476.000,00;0,00;0,00%
ECPR3;90,25;-9,87;1,21;0,000;0,00%;0,621;174,62;-82,52;-1,29;-82,15;-82,27;0,00%;0,00%;2,97;-0,75%;-12,28%;0,00;141.476.000,00;0,00;0,00%
EPAR3;5,71;-9,74;1,10;1,160;50,31%;0,868;3,98;-4,98;12,11;-4,67;14,04;-23,29%;-11,91%;4,25;-18,50%;-11,34%;39.019,20;76.840.000,00;0,00;-26,73%
ANIM3;2,41;-9,66;0,40;0,255;19,55%;0,100;1,12;0,99;-0,21;4,94;3,23;25,83%;-0,32%;1,69;11,74%;-4,13%;23.391.500,00;2.437.730.000,00;2,08;33,42%
SIMH3;5,26;-9,62;1,44;0,127;0,00%;0,060;0,65;0,85;-0,10;8,18;4,97;14,96%;-1,60%;1,39;9,24%;-14,98%;21.901.700,00;3.187.310.000,00;16,27;49,86%
BAHI11;2,00;-9,57;0,57;0,145;0,00%;0,096;-0,39;-7,01;-0,13;-20,68;16,12;-2,07%;-1,19%;0,21;-1,42%;-5,92%;0,00;93.107.000,00;1,22;30,91%
CRPG3;33,80;-8,93;1,73;1,786;0,82%;1,168;1,96;-13,65;2,76;-11,95;-19,53;-13,09%;-20,00%;4,92;-10,82%;-19,37%;0,00;566.897.000,00;0,01;-2,08%
TERI3;64,28;-8,83;0,29;0,107;0,00%;0,081;7,90;7,20;-0,26;39,56;39,56;1,49%;-1,91%;1,03;1,25%;-3,27%;0,00;3.641.000.000,00;1,43;7,94%
MRVE3;7,34;-8,57;0,62;0,510;0,00%;0,153;0,75;7,28;-0,61;21,06;16,64;7,00%;-6,02%;1,77;2,19%;-7,26%;91.329.400,00;6.644.220.000,00;1,24;5,65%
NORD3;10,84;-8,50;-0,44;27,959;0,00%;3,709;-0,43;-233,78;-0,39;-357,34;-357,34;-11,96%;-328,91%;0,01;-1,61%;5,13%;18.858,90;-164.681.000,00;-0,23;11,37%
MGEL3;25,00;-8,49;9,21;0,160;0,00%;0,194;0,95;2,30;-0,39;11,23;8,41;6,93%;-1,88%;1,75;9,84%;-108,43%;0,00;15.700.000,00;40,04;15,33%
ALLL3;3,97;-8,22;0,51;0,589;0,00%;0,150;1,17;1,58;-0,32;4,07;1,99;37,22%;-7,12%;2,12;11,59%;-6,26%;0,00;14.309.300.000,00;1,37;15,77%
MNDL3;15,13;-8,18;0,96;0,168;0,00%;0,108;-1,02;1,54;-0,22;6,10;5,26;10,89%;-2,06%;0,79;7,54%;-11,72%;32.197,70;156.512.000,00;2,87;16,98%
AALR3;15,00;-8,12;1,63;1,492;0,00%;0,659;-11,41;34,91;-1,76;46,45;14,72;4,28%;-17,52%;0,78;2,21%;-20,06%;542.621,00;1.089.040.000,00;0,77;5,49%
SEMP3;16,86;-8,12;1,36;15,081;0,00%;1,201;15,67;-4,42;15,67;-4,07;-4,07;-340,98%;-185,82%;1,64;-30,21%;-16,81%;0,00;118.441.000,00;0,00;-10,37%
QUAL3;2,31;-7,94;0,50;0,395;0,00%;0,151;4,88;1,46;-0,46;3,97;1,96;27,14%;-4,61%;1,09;14,28%;-6,33%;8.510.930,00;1.305.550.000,00;1,48;-5,00%
